price,title,location,address,description,bedrooms,bathrooms,parking,size,url,image_url
KSh 26 500 000,4 Bedroom Apartment / Flat,Kilimani,"Ndemi Rd Kilimani, Kilimani, Nairobi","FOR SALE: 4 BEDROOM APARTMENTS ALL EN-SUITE + DSQ
CALL /WHATSAPP: +254 721 514314 / +254",4,5.5,2,230 m²,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kilimani-115725511,https://images.prop24.com/7udiqhaqaupuy37affw4mwztzi/Crop600x400
KSh 33 500 000,5 Bedroom Apartment / Flat,Kilimani,"Ndemi Rd Kilimani, Kilimani, Nairobi","5 BEDROOM APARTMENTS ALL EN-SUITE + DSQ
CALL/WHATSAPP: +254 721 514314/ +254 703",5,6.5,2,302 m²,https://www.property24.co.ke/5-bedroom-apartment-flat-for-sale-in-kilimani-115725164,https://images.prop24.com/26uitx2hf5av3y6s6keuycmdku/Crop600x400
KSh 20 500 000,4 Bedroom Apartment / Flat,Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",Lucrative apartments coming up in a prime location kileleshwa with close proximity to,4,4,2,238 m²,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kileleshwa-115825084,https://images.prop24.com/cotccn65vvhvpelbpxjmkscj6m/Crop600x400
KSh 160 000 000,4 Bedroom House,Runda,"Runda Kitisuru, Runda, Nairobi","Runda
Pan African insurance avenue
Gated Community of only 8
Each on half",4,4,4,0.5 acres,https://www.property24.co.ke/4-bedroom-house-for-sale-in-runda-115788726,https://images.prop24.com/mezooft2x6k5s3yx4zar2oa7zu/Crop600x400
KSh 18 000 000,3 Bedroom Apartment / Flat,Kilimani,"Kindaruma Rd Kilimani, Kilimani, Nairobi","THREE BEDROOM MASTER ENSUITE PLUS DSQ APARTMENT FOR SALE IN KILIMANI

Selling a Spacious",3,2,2,155 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-115796000,https://images.prop24.com/pi2yq33zsbubygpswpkt73wivu/Crop600x400
KSh 22 000 000,3 Bedroom Apartment / Flat,Kilimani,"Ndemi Rd Kilimani, Kilimani, Nairobi","CALL/WHATSAPP: +254 721 514314/ +254 703 624266

Royal Legend has amenities designed to",3,4.5,2,202 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-115725750,https://images.prop24.com/hccioss3j5gtfgwkjj2grtfa6a/Crop600x400
KSh 16 100 000,3 Bedroom Apartment / Flat,Kilimani,"Riara Rd Maziwa, Kilimani, Nairobi",">Plumeria Residency is located at the intersection of Riara Road and
Kingara road, setting",3,4.5,2,160 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-115723485,https://images.prop24.com/wjnr5sg5ibgdk6rilnloonpzoa/Crop600x400
KSh 125 000 000,4 Bedroom House,Lavington,"Owashika road, Lavington, Nairobi","Stepping through the entrance, you'll be enthralled by the enchanting fountain, setting the",4,5,6,2 acres,https://www.property24.co.ke/4-bedroom-house-for-sale-in-lavington-115821831,https://images.prop24.com/emzdzkbrk4fl3np4k4tv5obyje/Crop600x400
KSh 160 000 000,Vacant Land / Plot,Lavington,"Lavington Kileleshwa, Lavington, Nairobi","Certainly, here's a professional listing for the prime land for sale in Lavington, Manyani",N/A,N/A,N/A,0.86 acres,https://www.property24.co.ke/vacant-land-plot-for-sale-in-lavington-115820864,https://images.prop24.com/6hxt4xwgy56b5h65ltlrk4cqay/Crop600x400
KSh 25 000 000,4 Bedroom Apartment / Flat,Lavington,"Lavington Kileleshwa, Lavington, Nairobi","Executive Apartments for Sale in Kileleshwa [ 272sqm]
  It is deal for family
4 Bed  all",4,5,2,272 m²,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-lavington-115824980,https://images.prop24.com/cgpgyccertbs7kvcvrrywtx6da/Crop600x400
KSh 12 500 000,2 Bedroom Apartment / Flat,Westlands,"Raphta Rd Muthangari, Westlands, Nairobi",An elegantly done project with ultra modern one and two bedrooms Apartments for sale in,2,2,2,110 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115821490,https://images.prop24.com/kk4ttcsf3q7vsepmvqrjotvdw4/Crop600x400
KSh 21 500 000,4 Bedroom Apartment / Flat,Kilimani,"George Padmore Road Kilimani, Kilimani, Nairobi","For sale: 3 bedroom Penthouse
Call/Whatsapp:  +254721320663/ +254721514314
the acumen in",4,4,2,230 m²,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kilimani-115784488,https://images.prop24.com/f5mbji3dnzcytb2x4w4urnba7a/Crop600x400
KSh 12 600 000,3 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi","Strategically located at the heart of Kilimani, these spacious and naturally lit ready",3,2,1,120 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-115814214,https://images.prop24.com/oqvg7vun4flzkua2e2iuscrqbu/Crop600x400
KSh 7 800 000,1 Bedroom Apartment / Flat,Westlands,"Westlands Highridge, Westlands, Nairobi","Nestled in the heart of Westlands, the apartments are more than just a home—The Apartments",1,N/A,N/A,70 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-115785901,https://images.prop24.com/d7tp3qwigyjkutg6is46xslrke/Crop600x400
KSh 11 000 000,2 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi",The Apartments are designed to offer the ultimate living experience. From the spacious,2,N/A,N/A,100 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115814985,https://images.prop24.com/5fvq5emhkkayftgdbc66cyevgi/Crop600x400
KSh 130 000 000,5 Bedroom Townhouse,Karen,"Karen Hardy Langata, Karen, Nairobi","Purchase price Kes 130M* (per unit) – *Owner is open to slight negotiation
The 5-bedroomed",5,5,N/A,0.7 acres,https://www.property24.co.ke/5-bedroom-townhouse-for-sale-in-karen-115814650,https://images.prop24.com/3u7ouhvxvosseituaa3cijxcie/Crop600x400
KSh 200 000 000,Vacant Land / Plot,Lavington,"Lavington Kileleshwa, Lavington, Nairobi",Prime 1 acre land ready for re-development strategically located in Lavington with close,N/A,N/A,N/A,1 acres,https://www.property24.co.ke/vacant-land-plot-for-sale-in-lavington-115820782,https://images.prop24.com/wbchyd6ghpe6eci4inssu2biqu/Crop600x400
KSh 18 200 000,2 Bedroom Apartment / Flat,Westlands,"20 Westlands Rd, Westlands, Nairobi","DIAMOND BAY RESIDENCE 
Completion date, December 2026 

Located in Westland along",2,2,1,145 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115787231,https://images.prop24.com/tqumn6kyouy7uw24rkgh4v22li/Crop600x400
KSh 13 000 000,3 Bedroom Apartment / Flat,Kileleshwa,"Siaya Rd Nairobi, Kileleshwa, Nairobi",Introducing Vienna Garden Apartment an exquisite 15 floors off-plan luxury apartment,3,2,1,136 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kileleshwa-115783966,https://images.prop24.com/gmnyupraufdi5y3le5deox3fda/Crop600x400
KSh 14 800 000,2 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi",The Apartments are designed to offer the ultimate living experience. From the spacious,2,N/A,N/A,135 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115815051,https://images.prop24.com/wdd7ps3yupb6jhgge7tgcpyjsm/Crop600x400
KSh 21 500 000,4 Bedroom Apartment / Flat,Kilimani,"George Padmore Road Kilimani, Kilimani, Nairobi","For sale: 3 bedroom Penthouse
Call/Whatsapp:  +254721320663/ +254721514314
the acumen in",4,4,2,230 m²,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kilimani-101748898,https://images.prop24.com/f5mbji3dnzcytb2x4w4urnba7a/Crop600x400
KSh 10 300 000,2 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi",The Apartments are designed to offer the ultimate living experience. From the spacious,2,N/A,N/A,94 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115814967,https://images.prop24.com/5fvq5emhkkayftgdbc66cyevgi/Crop600x400
KSh 18 900 000,3 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi",The Apartments are designed to offer the ultimate living experience. From the spacious,3,N/A,N/A,173 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-115814952,https://images.prop24.com/wdd7ps3yupb6jhgge7tgcpyjsm/Crop600x400
KSh 14 800 000,3 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi",The Apartments are designed to offer the ultimate living experience. From the spacious,3,N/A,N/A,135 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-115814938,https://images.prop24.com/wdd7ps3yupb6jhgge7tgcpyjsm/Crop600x400
KSh 8 550 000,1 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi",The Apartments are designed to offer the ultimate living experience. From the spacious,1,N/A,N/A,78 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kilimani-115814872,https://images.prop24.com/xt6k2t4pnbe3jlhf2gz73ajw5i/Crop600x400
KSh 14 000 000,2 Bedroom Apartment / Flat,Westlands,"School Ln Spring Valley, Westlands, Nairobi","FOR SALE : STUDIO APARTMENTS, 1 & 2 BEDROOM APARTMENTS
CALL/WHATSAPP: +254 721",2,2,1,94 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115803249,https://images.prop24.com/hcqxaxuyx5wcqiaga5gmwhbbve/Crop600x400
KSh 18 000 000,Vacant Land / Plot,Loresho,"Loresho Nairobi, Loresho, Nairobi","1/8 an acre land for sale in a gated community in Loresho asking for 18m
Subdivision has",N/A,N/A,N/A,0.12 acres,https://www.property24.co.ke/vacant-land-plot-for-sale-in-loresho-115785770,https://images.prop24.com/2kgtydixo54xd6myrxvi5cxwbi/Crop600x400
KSh 500 000,4 Bedroom House,Runda,"Old runda, Runda, Nairobi","To Let
old runda modern 4 bedroom plus dsq for 3
Features
- spacious and well lit sunken",4,5,6,5 acres,https://www.property24.co.ke/4-bedroom-house-for-sale-in-runda-115760289,https://images.prop24.com/vsfmovdupw5vxidg7pyxs6cwui/Crop600x400
KSh 11 000 000,2 Bedroom Apartment / Flat,Westlands,"Westlands Highridge, Westlands, Nairobi","Strategically located at the heart  of Westlands;thriving commercial district, these high",2,2,1,105 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115834518,https://images.prop24.com/3fp7u7mzadi47622yhmto7inve/Crop600x400
KSh 7 000 000,2 Bedroom Apartment / Flat,Syokimau,"Syokimau Nairobi, Syokimau, Nairobi","Strategically nestled  in Syokimau  behind  Gateway mall, this cozy apartments  with top",2,2,1,110 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-syokimau-115808199,https://images.prop24.com/esganzwruyn7uywgcf275r6ppy/Crop600x400
KSh 12 500 000,2 Bedroom Apartment / Flat,Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",Elegant two and three bedroom apartments are available  for sale in Westlands.  The,2,2,1,1 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-riverside-115806863,https://images.prop24.com/bkov5grpc7ku4tn54qcouowouq/Crop600x400
KSh 10 000 000,2 Bedroom Apartment / Flat,Westlands,"PQMP+9QM Church Rd, Westlands, Nairobi","Welcome to sky valley residency- luxury living and tranquil apartments in westlands.
This",2,2,1,95 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115802696,https://images.prop24.com/lr7hcjtxa6obixsk4ijo66jjh4/Crop600x400
KSh 57 000 000,5 Bedroom Townhouse,Riverside,"Riverside  Nairobi, Riverside, Nairobi","Location: Riverside, Nairobi
Price: KSh 57,000,000
This exquisite 5-bedroom house,",5,3,4,350 m²,https://www.property24.co.ke/5-bedroom-townhouse-for-sale-in-riverside-115767128,https://images.prop24.com/yz5s2su3gyf4dfn4lssh2bgdca/Crop600x400
KSh 26 500 000,3 Bedroom Apartment / Flat,Westlands,"33 Rhapta Road, Westlands, Nairobi","THREE BEDROOM ALL ENSUITE PLUS DSQ APARTMENT FOR SALE IN WESTLANDS RHAPTA ROAD

For Sale",3,3,2,260 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-115795420,https://images.prop24.com/fjtxooe5iysbssra4m7m6vzuwe/Crop600x400
KSh 11 500 000,2 Bedroom Apartment / Flat,Kileleshwa,"Gatundu Rd Kileleshwa, Kileleshwa, Nairobi","TWO BEDROOM MASTER ENSUITE APARTMENT FOR SALE IN KILELESHWA UNDER CONSTRUCTION

Selling a",2,2,1,120 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-115794549,https://images.prop24.com/gekcmsex2snw2bmw4hf7n7e4qq/Crop600x400
KSh 11 300 000,2 Bedroom Apartment / Flat,Kileleshwa,"Gatundu Rd Kileleshwa, Kileleshwa, Nairobi","TWO BEDROOM MASTER ENSUITE APARTMENT FOR SALE IN KILELESHWA UNDER CONSTRUCTION

Selling a",2,2,1,113 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-115794544,https://images.prop24.com/gekcmsex2snw2bmw4hf7n7e4qq/Crop600x400
KSh 48 000 000,6 Bedroom Townhouse,Westlands,"School Ln Spring Valley, Westlands, Nairobi","SIX BEDROOM MAISONETTE ON SALE IN BROOKSIDE WESTLANDS 

A beautifully Renovated and",6,3,3,250 m²,https://www.property24.co.ke/6-bedroom-townhouse-for-sale-in-westlands-115762067,https://images.prop24.com/aivxz4mefkzcazhr6xdgsqg664/Crop600x400
KSh 9 000 000,1 Bedroom Apartment / Flat,Westlands,"35 Westlands Rd, Westlands, Nairobi","Location- in Westlands, along Westlands road

There are two types of 1 & 2 bedrooms

1",1,1,N/A,65 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-115814971,https://images.prop24.com/on2paj6ifimhyt3epi4cxkl674/Crop600x400
KSh 12 900 000,3 Bedroom Apartment / Flat,Kilimani,"Riara Rd Maziwa, Kilimani, Nairobi",">Plumeria Residency is located at the intersection of Riara Road and
Kingara road, setting",3,2,2,130 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-101732742,https://images.prop24.com/jaxcsabbiw3jhpzu6tkbcqp7ia/Crop600x400
KSh 32 000 000,4 Bedroom Townhouse,Runda,"Kiambu Rd, Runda, Nairobi","Four bedroom all en-suite located in a serene environment in New Runda
 Living room with a",4,4,2,250 m²,https://www.property24.co.ke/4-bedroom-townhouse-for-sale-in-runda-115814776,https://images.prop24.com/byx4hlzmwh2n7zu6vk65kksroq/Crop600x400
KSh 19 500 000,3 Bedroom Apartment / Flat,Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",Lucrative apartments coming up in a prime location kileleshwa with close proximity to,3,3,2,203 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kileleshwa-115824905,https://images.prop24.com/cotccn65vvhvpelbpxjmkscj6m/Crop600x400
KSh 21 500 000,3 Bedroom Apartment / Flat,Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",Lucrative apartments coming up in a prime location kileleshwa with close proximity to,3,3,2,238 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kileleshwa-115820473,https://images.prop24.com/cotccn65vvhvpelbpxjmkscj6m/Crop600x400
KSh 75 000 000,5 Bedroom Townhouse,Lavington,"PQC8+92W Close, Lavington, Nairobi","Nestled within a gated community in a serene neighborhood in Lavington ,this 5 bedroom",5,5.5,2,400 m²,https://www.property24.co.ke/5-bedroom-townhouse-for-sale-in-lavington-115814719,https://images.prop24.com/jaetajcdibowfooluksdbw2aoa/Crop600x400
KSh 16 100 000,3 Bedroom Apartment / Flat,Kilimani,"Riara Rd Maziwa, Kilimani, Nairobi",">Plumeria Residency is located at the intersection of Riara Road and
Kingara road, setting",3,3,2,160 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-115719798,https://images.prop24.com/jaxcsabbiw3jhpzu6tkbcqp7ia/Crop600x400
KSh 13 500 000,2 Bedroom Apartment / Flat,Kilimani,"Riara Rd Maziwa, Kilimani, Nairobi",">Plumeria Residency is located at the intersection of Riara Road and
Kingara road, setting",2,2,2,130 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115719725,https://images.prop24.com/jaxcsabbiw3jhpzu6tkbcqp7ia/Crop600x400
KSh 12 900 000,3 Bedroom Apartment / Flat,Kilimani,"Riara Rd Maziwa, Kilimani, Nairobi",">Plumeria Residency is located at the intersection of Riara Road and
Kingara road, setting",3,2,2,130 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-115719766,https://images.prop24.com/jaxcsabbiw3jhpzu6tkbcqp7ia/Crop600x400
KSh 11 600 000,2 Bedroom Apartment / Flat,Kilimani,"Riara Rd Maziwa, Kilimani, Nairobi",">Plumeria Residency is located at the intersection of Riara Road and
Kingara road, setting",2,2,2,110 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115719682,https://images.prop24.com/jaxcsabbiw3jhpzu6tkbcqp7ia/Crop600x400
KSh 9 700 000,2 Bedroom Apartment / Flat,Kilimani,"Riara Rd Maziwa, Kilimani, Nairobi",">Plumeria Residency is located at the intersection of Riara Road and
Kingara road, setting",2,2,1,110 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115719615,https://images.prop24.com/jaxcsabbiw3jhpzu6tkbcqp7ia/Crop600x400
KSh 7 500 000,2 Bedroom Apartment / Flat,Kilimani,"Kindaruma Rd Kilimani, Kilimani, Nairobi","For sale : 2 bedroom apartments
For sale: 2 Bedroom Apartments.
CALL/WHATSAPP:+254 721",2,1,1,70 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115718044,https://images.prop24.com/5oa5owdpx6wumxvuylqw3uk46y/Crop600x400
KSh 9 000 000,2 Bedroom Apartment / Flat,Kilimani,"Kindaruma Rd Kilimani, Kilimani, Nairobi","For sale : 2 bedroom apartments
For sale: 2 Bedroom Apartments.
CALL/WHATSAPP:+254 721",2,2,1,90 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115718008,https://images.prop24.com/zxulogngef5ys6iqrwzmcbfdva/Crop600x400
KSh 9 000 000,2 Bedroom Apartment / Flat,Kilimani,"Kindaruma Rd Kilimani, Kilimani, Nairobi","For sale : 2 bedroom apartments
For sale: 2 Bedroom Apartments.
CALL/WHATSAPP:+254 721",2,2,1,90 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-115718008,https://images.prop24.com/zxulogngef5ys6iqrwzmcbfdva/Crop600x400
KSh 13 500 000,3 Bedroom Apartment / Flat,Westlands,"Westlands Highridge, Westlands, Nairobi","Strategically located at the heart  of Westlands;thriving commercial district, these high",3,3,1,115 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-115834546,https://images.prop24.com/3fp7u7mzadi47622yhmto7inve/Crop600x400
KSh 19 000 000,4 Bedroom Townhouse,Syokimau,"Syokimau Nairobi, Syokimau, Nairobi","Located in a serene and well secured area within the rapidly growing suburb of Syokimau,",4,4,3,270 m²,https://www.property24.co.ke/4-bedroom-townhouse-for-sale-in-syokimau-115834392,https://images.prop24.com/2ih6pqtb333sfyjgnfr2am2s3e/Crop600x400
KSh 20 000 000,3 Bedroom Apartment / Flat,Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",Elegant two and three bedroom apartments are available  for sale in Westlands.  The,3,2,1,168 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-riverside-115833244,https://images.prop24.com/bkov5grpc7ku4tn54qcouowouq/Crop600x400
KSh 29 500 000,4 Bedroom Apartment / Flat,Kileleshwa,"Othaya Rd Nairobi, Kileleshwa, Nairobi","FOUR BEDROOM ALL ENSUITE PLUS DSQ APARTMENT ON SALE IN KILELESHWA UNDER CONSTRUCTION

FOR",4,5,2,272 m²,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kileleshwa-115797366,https://images.prop24.com/54pmho7t55rftzcr47on2eo6tm/Crop600x400
KSh 13 800 000,3 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi",An ideal investment  for investors  in the heart of Kilimani with close proximity to school,3,3,2,139 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-115820576,https://images.prop24.com/7fkb77b7o3ggt4jkeh5hroloqm/Crop600x400
KSh 19 500 000,3 Bedroom Apartment / Flat,Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",Lucrative apartments coming up in a prime location kileleshwa with close proximity to,3,3,2,203 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kileleshwa-115820462,https://images.prop24.com/cotccn65vvhvpelbpxjmkscj6m/Crop600x400
KSh 165 000 000,6 Bedroom House,Thigiri,"Thigiri Rd Nairobi, Thigiri, Nairobi","6br house in Thigiri for sale. 
Key features:
0.9 acre
2DSQs 
Garage 
Family",6,4,2,0.9 m²,https://www.property24.co.ke/6-bedroom-house-for-sale-in-thigiri-115829412,https://images.prop24.com/jkiufy54edhpg3qkkxgczfwnpi/Crop600x400
KSh 20 000 000,4 Bedroom House,Kiambu Road,"Kiambu Road, Kiambu Road, Nairobi",Four bedroom all en-suite located in a serene environment in Garden Estate Living room cum,4,5,6,0.13 acres,https://www.property24.co.ke/4-bedroom-house-for-sale-in-kiambu-road-115779488,https://images.prop24.com/hxlcb4xagc2eagdcak5qzw2sjq/Crop600x400
KSh 20 000 000,4 Bedroom House,Runda,"Kiambu Road, Runda, Nairobi",Four bedroom all en-suite located in a serene environment in Garden Estate Living room cum,4,5,6,0.13 acres,https://www.property24.co.ke/4-bedroom-house-for-sale-in-runda-115777758,https://images.prop24.com/hxlcb4xagc2eagdcak5qzw2sjq/Crop600x400
KSh 250 000 000,5 Bedroom House,Runda,"Runda Kitisuru, Runda, Nairobi","Stunning and lustrous 5bedroom house all ensuite with a staff quarter for two.
Located in",5,5,4,0.5 acres,https://www.property24.co.ke/5-bedroom-house-for-sale-in-runda-115758740,https://images.prop24.com/6zydh7s4kh7hkrbkmnvfqfxkqa/Crop600x400
KSh 14 000 000,2 Bedroom Apartment / Flat,Westlands,"35 Westlands Rd, Westlands, Nairobi","Location- in Westlands, along Westlands road

There are two types of 1 & 2 bedrooms

1",2,2,N/A,9 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115815010,https://images.prop24.com/wwwagdnxlv3fdcnm6khxzncnmi/Crop600x400
KSh 58 000 000,5 Bedroom Townhouse,Lavington,"Lavington, Lavington, Nairobi","Price: Ksh 58,000,000
Discover the epitome of luxury living in this exquisite 5-bedroom,",5,4,3,350 m²,https://www.property24.co.ke/5-bedroom-townhouse-for-sale-in-lavington-115783840,https://images.prop24.com/k2w2prfwhcjz6dvf4rg4zaybze/Crop600x400
KSh 7 200 000,2 Bedroom Apartment / Flat,Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi","Elevate your living experience with this beautifully designed 2-bedroom, all en-suite",2,2,2,150 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-115815348,https://images.prop24.com/sezye4jbfvub72vslvk2zr3d3a/Crop600x400
KSh 5 800 000,1 Bedroom Apartment / Flat,Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi","Elevate your living experience with this beautifully designed 1-bedroom, all en-suite",1,1,2,150 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kileleshwa-115815328,https://images.prop24.com/sezye4jbfvub72vslvk2zr3d3a/Crop600x400
KSh 12 666 500,1 Bedroom Apartment / Flat,Westlands,"38 Sports Rd, Westlands, Nairobi","FOR SALE: STUDIO'S, 1- & 2-BEDROOM APARTMENTS
Description
A development comprising of",1,1,1,70 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-101732731,https://images.prop24.com/voqrgq7nadpwbvfqrtruhtej7i/Crop600x400
KSh 6 900 000,1 Bedroom Apartment / Flat,Riverside,"PQJQ+C9C Riverside Dr, Riverside, Nairobi","FOR SALE: STUDIO APARTMENTS & 1 BEDROOM APARTMENTS
CONTACT/WHATSAPP: +254 721",1,1,1,38 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-riverside-115818170,https://images.prop24.com/jwx3mfrptyjqsuz5mduwsfqk5e/Crop600x400
KSh 12 666 500,1 Bedroom Apartment / Flat,Westlands,"38 Sports Rd, Westlands, Nairobi","FOR SALE: STUDIO'S, 1- & 2-BEDROOM APARTMENTS
Description
A development comprising of",1,1,1,70 m²,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-115803171,https://images.prop24.com/voqrgq7nadpwbvfqrtruhtej7i/Crop600x400
KSh 300 000 000,5 Bedroom House,Muthaiga,"Muthaiga Nairobi, Muthaiga, Nairobi","OLD MUTHAIGA

A spacious 5 bedrooms all ensuite with walk-in closet Bath room's fitted",5,5,4,0.5 acres,https://www.property24.co.ke/5-bedroom-house-for-sale-in-muthaiga-115757479,https://images.prop24.com/5527vhfxsirlp6vl6z2hk7y3ym/Crop600x400
KSh 16 298 100,2 Bedroom Apartment / Flat,Westlands,"38 Sports Rd, Westlands, Nairobi","FOR SALE: STUDIO'S, 1- & 2-BEDROOM APARTMENTS 
Description
A development comprising of",2,2,1,90 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115779133,https://images.prop24.com/voqrgq7nadpwbvfqrtruhtej7i/Crop600x400
KSh 25 000 000,4 Bedroom Apartment / Flat,Lavington,"Mararo Rd Maziwa, Lavington, Nairobi","FOR SALE
SPACIOUS 4 BEDROOM PENT-HOUSE
CONTACT / WHATSAPP: +254721514314
Price Guide:
2",4,4,2,240 m²,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-lavington-115781631,https://images.prop24.com/4dv4765zshg7rhj2ewzqfqsklq/Crop600x400
KSh 105 000 000,4 Bedroom House,Lower Kabete,"Lower Kabete Nairobi, Lower Kabete, Nairobi","For Sale: Elegant 4-Bedroom Contemporary Home in Lower Kabete

Welcome to this stunning",4,4,4,0.5 acres,https://www.property24.co.ke/4-bedroom-house-for-sale-in-lower-kabete-115758724,https://images.prop24.com/4u6vi43s2hgw6pryxx7cy2myce/Crop600x400
KSh 9 000 000,3 Bedroom Apartment / Flat,Syokimau,"Syokimau Nairobi, Syokimau, Nairobi","Strategically nestled  in Syokimau  behind  Gateway mall, this cozy apartments  with top",3,3,1,143 m²,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-syokimau-115807127,https://images.prop24.com/uwjf4cy4f3sr4szvm6kg737hfm/Crop600x400
KSh 15 340 000,2 Bedroom Apartment / Flat,Westlands,"Ring Rd Westlands Ln Nairobi, Westlands, Nairobi",TWO BEDROOM APARTMENT PLUS DSQ APARTMENT ON SALE IN WESTLANDS UNDER,2,2,1,118 m²,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-115795415,https://images.prop24.com/a6var6ejc4ozubzlv5op2joyhi/Crop600x400
